documento_id,tipo_documento,area_direito,modelo_ou_peca_real,qualidade_clareza,qualidade_estrutura,risco,resumo
trabalhistas diversas (pesquisar por assunto no windows explorer) (340).docx,contestacao,trabalhista,peca_real,8,7,2,"Contestação apresentada por THÁ FÊNIX EMPREENDIMENTOS IMOBILIÁRIOS S/A em resposta a uma reclamação trabalhista, alegando ilegitimidade passiva e ausência de vínculo empregatício com o reclamante."
trabalistas diversas (pesquisar por assunto no windows explorer) (490).docx,peticao_inicial,trabalhista,peca_real,8,7,3,"A peça é uma reclamação trabalhista por acidente de trabalho, solicitando indenização por danos físicos e morais, além de pensão vitalícia."
trabalhistas diversas (pesquisar por assunto no windows explorer) (634).docx,peticao_inicial,trabalhista,peca_real,7,6,2,"Petição trabalhista requerendo ofício ao DETRAN para informar sobre comunicações de venda de veículos dos executados, visando garantir a execução."
trabalhistas diversas (pesquisar por assunto no windows explorer) (671).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma reclamação trabalhista onde a reclamante busca o reconhecimento de vínculo empregatício, rescisão indireta e estabilidade gestante, além de verbas rescisórias devidas."
trabalhistas diversas (pesquisar por assunto no windows explorer) (119).docx,contestacao,trabalhista,peca_real,7,7,2,"Contestação apresentada em ação de cobrança de contribuição sindical rural, abordando questões de prescrição e legalidade da cobrança."
trabalhistas diversas (pesquisar por assunto no windows explorer) (535).docx,contestacao,trabalhista,peca_real,8,7,2,"Apresenta contrarrazões de recurso ordinário e razões de recurso adesivo em uma reclamação trabalhista, defendendo a manutenção da decisão que reconheceu o direito ao adicional de periculosidade."
trabalhistas diversas (pesquisar por assunto no windows explorer) (218).docx,modelo_generico,trabalhista,modelo,7,6,2,"Modelo de questionário para coleta de informações de um trabalhador, visando a elaboração de uma ação trabalhista."
trabalhistas diversas (pesquisar por assunto no windows explorer) (826).docx,peticao_inicial,trabalhista,peca_real,8,8,2,"A peça é uma reclamação trabalhista onde o autor busca a concessão de gratuidade de justiça, reintegração ao emprego após acidente de trabalho e pagamento de verbas rescisórias."
trabalhistas diversas (pesquisar por assunto no windows explorer) (399).docx,contestacao,trabalhista,peca_real,8,7,2,"Contestação apresentada em uma ação trabalhista, abordando diversos pedidos da reclamante e argumentando pela improcedência das alegações."
trabalhistas diversas (pesquisar por assunto no windows explorer) (364).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Ação de indenização por doença profissional, onde a reclamante alega ter desenvolvido síndrome do túnel do carpo em decorrência de condições inadequadas de trabalho."
trabalhistas diversas (pesquisar por assunto no windows explorer) (321).docx,contestacao,trabalhista,peca_real,8,7,2,"Contestação apresentada em uma reclamatória trabalhista, abordando preliminares de mérito, pedido de justiça gratuita e fundamentos de defesa contra a demissão por justa causa."
trabalhistas diversas (pesquisar por assunto no windows explorer) (54).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma reclamação trabalhista que aborda a demissão sem justa causa, horas extras, insalubridade e reintegração do trabalhador."
trabalistas diversas (pesquisar por assunto no windows explorer) (279).docx,peticao_inicial,consumidor,peca_real,8,8,2,"Ação de restituição de valor e indenização por danos materiais e morais contra banco por desconto indevido em conta salário, com pedido de gratuidade de justiça."
trabalhistas diversas (pesquisar por assunto no windows explorer) (511).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Ação reclamatória trabalhista proposta por um empregado em face de seu empregador, pleiteando verbas como horas extras, adicional de insalubridade, férias vencidas e indenização por seguro não contratado adequadamente."
trabalhistas diversas (pesquisar por assunto no windows explorer) (554).docx,peticao_inicial,civil,peca_real,8,7,2,"A petição requer a desconsideração da personalidade jurídica de uma empresa extinta, visando responsabilizar o sócio administrador por dívidas não quitadas."
trabalhistas diversas (pesquisar por assunto no windows explorer) (185).docx,peticao_inicial,trabalhista,peca_real,7,7,2,"Embargos à execução apresentados por uma empresa em liquidação extrajudicial, contestando cálculos de horas extras e a inclusão de um banco no polo passivo da ação."
trabalhistas diversas (pesquisar por assunto no windows explorer) (610).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça apresenta alegações finais em uma reclamação trabalhista, abordando horas extras, incorporação de gratificações e isonomia salarial, além de pleitear o auxílio-alimentação como complemento de aposentadoria."
trabalhistas diversas (pesquisar por assunto no windows explorer) (284).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Reclamação trabalhista com pedido de rescisão indireta, alegando falta de pagamento de salários e verbas rescisórias pela empresa reclamada."
trabalhistas diversas (pesquisar por assunto no windows explorer) (100).docx,contestacao,trabalhista,peca_real,8,8,2,"Contestação apresentada pela Reclamada em ação trabalhista, abordando preliminares e mérito, contestando alegações da Reclamante sobre jornada de trabalho, remuneração e litigância de má-fé."
trabalhistas diversas (pesquisar por assunto no windows explorer) (594).docx,peticao_inicial,trabalhista,peca_real,7,6,2,"A peça é uma impugnação à contestação em uma reclamação trabalhista, abordando diversos pontos de defesa da empresa e argumentando a favor do reclamante."
trabalhistas diversas (pesquisar por assunto no windows explorer) (145).docx,contestacao,trabalhista,peca_real,8,7,2,"A peça é uma contestação em uma reclamação trabalhista, onde os reclamados argumentam a ilegitimidade passiva e a inexistência de vínculo empregatício com o reclamante."
trabalhistas diversas (pesquisar por assunto no windows explorer) (668).docx,peticao_inicial,trabalhista,peca_real,8,8,2,"A peça trata de uma reclamação trabalhista onde a reclamante busca o reconhecimento de vínculo empregatício, nulidade da rescisão contratual e indenização por danos morais devido a demissão discriminatória após acidente de trabalho."
trabalhistas diversas (pesquisar por assunto no windows explorer) (201).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma reclamação trabalhista onde a reclamante busca o reconhecimento de horas extras e verbas rescisórias devidas, alegando irregularidades na jornada de trabalho e no pagamento de comissões."
trabalhistas diversas (pesquisar por assunto no windows explorer) (244).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma reclamação trabalhista onde a Reclamante busca reparação por horas extras, adicional de insalubridade e devolução de descontos indevidos, com base em sua jornada de trabalho e condições laborais."
trabalhistas diversas (pesquisar por assunto no windows explorer) (695).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Reclamação trabalhista em face de empresa, pleiteando reconhecimento de vínculo empregatício, pagamento de verbas rescisórias, horas extras e demais direitos trabalhistas."
trabalhistas diversas (pesquisar por assunto no windows explorer) (359).docx,contrato,trabalhista,modelo,8,8,2,"Modelo de contrato de trabalho para empregada doméstica, detalhando obrigações, salário e condições de trabalho."
trabalhistas diversas (pesquisar por assunto no windows explorer) (474).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Ação declaratória para reconhecimento de vínculo empregatício, solicitando a declaração da relação de emprego e gratuidade da justiça."
trabalhistas diversas (pesquisar por assunto no windows explorer) (489).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma reclamação trabalhista onde o autor busca indenização por danos físicos, estéticos e morais decorrentes de um acidente de trabalho que resultou em sequelas permanentes."
trabalhistas diversas (pesquisar por assunto no windows explorer) (730).docx,contrato,trabalhista,modelo,8,8,2,"Termo aditivo ao contrato de trabalho que altera o regime para teletrabalho, estabelecendo responsabilidades e condições para o empregado."
trabalhistas diversas (pesquisar por assunto no windows explorer) (139).docx,contestacao,trabalhista,peca_real,8,7,2,"Contestação apresentada em ação trabalhista, abordando a inépcia da inicial e a ilegitimidade passiva, além de contestar os pedidos do reclamante."
trabalhistas diversas (pesquisar por assunto no windows explorer) (614).docx,modelo_generico,trabalhista,modelo,8,7,2,O documento aborda o direito a férias dos trabalhadores e apresenta um modelo de requerimento de férias conforme a CLT.
trabalhistas diversas (pesquisar por assunto no windows explorer) (280).docx,peticao_inicial,trabalhista,modelo,8,8,2,"A peça é uma ação rescisória com pedidos de gratuidade processual e citação do réu, fundamentada no Código de Processo Civil."
trabalistas diversas (pesquisar por assunto no windows explorer) (651).docx,modelo,trabalhista,modelo,8,7,2,"Modelo de recibo de pagamento para trabalhador intermitente, detalhando valores a serem recebidos e descontos aplicáveis."
trabalistas diversas (pesquisar por assunto no windows explorer) (238).docx,peticao_inicial,trabalhista,peca_real,7,6,2,"Embargos à execução em processo trabalhista, alegando excesso de execução em cálculos de horas extras e reflexos em verbas rescisórias."
trabalhistas diversas (pesquisar por assunto no windows explorer) (515).docx,peticao_inicial,trabalhista,peca_real,7,7,2,"A peça é uma reclamação trabalhista que aborda a dispensa imotivada da reclamante, pleiteando verbas rescisórias, reconhecimento de vínculo empregatício e indenização por danos morais."
trabalistas diversas (pesquisar por assunto no windows explorer) (181).docx,recurso,trabalhista,peca_real,7,8,2,"Recurso ordinário adesivo interposto por Lula Silva contra a condenação ao pagamento de adicional de periculosidade, alegando cerceamento de defesa e erro no cálculo do adicional."
trabalhistas diversas (pesquisar por assunto no windows explorer) (325).docx,contestacao,trabalhista,peca_real,8,7,2,"Defesa apresentada em contestação a uma reclamatória trabalhista, argumentando sobre a inexistência de rescisão indireta e caracterização de abandono de emprego pelo reclamante."
trabalhistas diversas (pesquisar por assunto no windows explorer) (15).docx,contrato,trabalhista,modelo,8,8,2,"Modelo de contrato de trabalho em regime de tempo parcial, detalhando as obrigações do empregador e empregado, jornada de trabalho e remuneração."
trabalhistas diversas (pesquisar por assunto no windows explorer) (408).docx,contestacao,trabalhista,peca_real,8,7,2,"Contestação trabalhista onde a reclamada impugna os pedidos da reclamante, alegando incompetência do juízo e refutando pedidos de horas extras e adicional de insalubridade."
trabalhistas diversas (pesquisar por assunto no windows explorer) (50).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Petição de homologação de acordo entre reclamante e reclamado, com detalhes sobre o pagamento e quitação de verbas trabalhistas."
trabalhistas diversas (pesquisar por assunto no windows explorer) (709).docx,recurso,trabalhista,peca_real,8,7,2,"Recurso inominado apresentado contra sentença que extinguiu ação de cobrança sem resolução de mérito, argumentando a desnecessidade de prova pericial e a liquidez da demanda."
trabalhistas diversas (pesquisar por assunto no windows explorer) (8).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça trata de uma ação anulatória de auto de infração e multa imposta à empresa por não cumprir a cota de contratação de pessoas com deficiência, argumentando sobre a dificuldade de encontrar candidatos qualificados."
trabalhistas diversas (pesquisar por assunto no windows explorer) (734).docx,peticao_inicial,trabalhista,peca_real,8,8,2,"Reclamação trabalhista de Nelson Aviz contra a Sociedade Empresária Alfa Ltda. por demissão por justa causa, pleiteando verbas rescisórias, horas extras, adicional noturno, retificação de CTPS e indenização por dano moral."
trabalhistas diversas (pesquisar por assunto no windows explorer) (318).docx,contestacao,trabalhista,peca_real,8,7,2,"Contestação apresentada pela Reclamada em resposta à Reclamatória Trabalhista, refutando as alegações do Reclamante sobre horas extras e adicional de insalubridade."
trabalhistas diversas (pesquisar por assunto no windows explorer) (435).docx,contrato,trabalhista,modelo,8,8,2,"Modelo de contrato de trabalho temporário, detalhando direitos e obrigações do trabalhador e da empresa contratante."
trabalhistas diversas (pesquisar por assunto no windows explorer) (205).docx,recurso,trabalhista,modelo,8,7,2,"Modelo de recurso de revista a ser interposto ao Tribunal Superior do Trabalho, abordando pressupostos de admissibilidade e requerimentos finais."
trabalhistas diversas (pesquisar por assunto no windows explorer) (240).docx,peticao_inicial,trabalhista,modelo,8,7,2,"Petição inicial para tutela de urgência em ação trabalhista, visando garantir o pagamento de direitos rescisórios diante da alienação de bens pela empresa requerida."
trabalhistas diversas (pesquisar por assunto no windows explorer) (691).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Reclamação trabalhista com pedido de liminar e tutela antecipada, visando a reintegração do reclamante e o pagamento de salários em atraso, fundamentada na garantia de emprego do dirigente sindical."
trabalhistas diversas (pesquisar por assunto no windows explorer) (528).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma reclamação trabalhista que aborda questões como horas extras, adicional de insalubridade e indenização por danos morais devido a atrasos salariais."
trabalhistas diversas (pesquisar por assunto no windows explorer) (104).docx,contestacao,trabalhista,peca_real,8,7,2,"Contestação apresentada por uma empresa em resposta a uma reclamação trabalhista, refutando alegações de horas extras e defendendo a regularidade da jornada de trabalho do reclamante."
trabalhistas diversas (pesquisar por assunto no windows explorer) (590).docx,modelo_generico,trabalhista,modelo,8,7,2,"Modelo de entrevista para coleta de dados de reclamante em processo trabalhista, abrangendo informações pessoais e laborais."
trabalhistas diversas (pesquisar por assunto no windows explorer) (141).docx,contestacao,trabalhista,peca_real,8,8,2,"Contestação apresentada pela reclamada em ação trabalhista, alegando inépcia da inicial e impugnando os pedidos da reclamante relacionados a horas extras e rescisão indireta."
trabalhistas diversas (pesquisar por assunto no windows explorer) (629).docx,peticao_inicial,trabalhista,peca_real,8,8,2,"Reclamação trabalhista de uma doméstica contra a empregadora, pleiteando verbas rescisórias, horas extras e gratuidade de justiça."
trabalhistas diversas (pesquisar por assunto no windows explorer) (454).docx,peticao_inicial,trabalhista,peca_real,7,6,2,"Manifestação sobre laudo pericial em processo trabalhista, contestando a validade do laudo e solicitando gratuidade de justiça."
trabalhistas diversas (pesquisar por assunto no windows explorer) (49).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Petição de acordo extrajudicial entre empregado e empregador, visando a homologação do acordo e quitação de verbas rescisórias."
trabalhistas diversas (pesquisar por assunto no windows explorer) (411).docx,contestacao,trabalhista,peca_real,8,7,2,"Contestação trabalhista apresentada pela reclamada, abordando preliminares, defesa de mérito e argumentos sobre jornada de trabalho, adicionais e férias."
trabalhistas diversas (pesquisar por assunto no windows explorer) (883).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma ação de indenização por danos morais decorrentes de acusações falsas e demissão por justa causa, envolvendo questões trabalhistas e a responsabilidade do empregador."
trabalhistas diversas (pesquisar por assunto no windows explorer) (710).docx,recurso,trabalhista,peca_real,8,7,2,"Recurso ordinário interposto contra sentença em reclamação trabalhista, abordando questões de horas extras e adicional de periculosidade."
trabalhistas diversas (pesquisar por assunto no windows explorer) (299).docx,recurso,trabalhista,peca_real,8,7,2,Recurso de Agravo de Petição interposto contra decisão que julgou improcedente impugnação aos cálculos de liquidação de sentença em reclamação trabalhista.
trabalhistas diversas (pesquisar por assunto no windows explorer) (120).docx,contestacao,trabalhista,peca_real,7,6,2,"A peça é uma contestação em uma ação de cobrança de contribuição sindical rural, abordando questões de prescrição e a legalidade da cobrança."
trabalhistas diversas (pesquisar por assunto no windows explorer) (165).docx,contrato,trabalhista,modelo,8,7,2,"Contrato de experiência entre empregador e empregado, estabelecendo condições de trabalho e cláusulas de rescisão."
trabalhistas diversas (pesquisar por assunto no windows explorer) (198).docx,recurso,trabalhista,peca_real,7,6,3,"O documento trata da interposição de embargos de declaração em um recurso de revista no Tribunal Superior do Trabalho, abordando divergência jurisprudencial e prescrição de anuênios."
trabalistas diversas (pesquisar por assunto no windows explorer) (549).docx,contrato,civil,modelo,7,6,2,"Regulamento interno para cessionários de jazigos em cemitério particular, estabelecendo normas e obrigações."
trabalhistas diversas (pesquisar por assunto no windows explorer) (221).docx,modelo_generico,trabalhista,modelo,7,6,2,"Ficha de entrevista trabalhista para coleta de informações de empregados e empregadores, visando a elaboração de reclamatória trabalhista."
trabalhistas diversas (pesquisar por assunto no windows explorer) (531).docx,peticao_inicial,trabalhista,modelo,8,8,2,"Reclamação trabalhista proposta por um reclamante em face de uma reclamada, solicitando verbas rescisórias e outros direitos trabalhistas após demissão sem justa causa."
trabalhistas diversas (pesquisar por assunto no windows explorer) (574).docx,recurso,trabalhista,peca_real,8,7,2,"Embargos de Declaração interpostos contra decisão do TRT que considerou intempestivo agravo de instrumento, alegando feriado municipal como justificativa para a apresentação tardia."
trabalhistas diversas (pesquisar por assunto no windows explorer) (688).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma reclamação trabalhista que aborda a demissão imotivada do reclamante, horas extras não pagas e violação de direitos trabalhistas, incluindo horas in itinere e intervalo interjornada."
trabalhistas diversas (pesquisar por assunto no windows explorer) (259).docx,peticao_inicial,trabalhista,peca_real,7,6,3,"A peça apresenta memoriais em defesa de uma reclamatória trabalhista, abordando questões como prescrição, vínculo empregatício e verbas rescisórias."
trabalhistas diversas (pesquisar por assunto no windows explorer) (630).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Reclamação trabalhista proposta por Heitor Samuel Santos contra a Nimbus S.A., abordando questões de reintegração, danos morais, devolução de descontos e horas extras."
trabalhistas diversas (pesquisar por assunto no windows explorer) (675).docx,peticao_inicial,trabalhista,modelo,8,7,2,A peça é uma reclamação trabalhista onde a reclamante busca o pagamento de verbas rescisórias e horas extras não pagas após a dispensa sem justa causa.
trabalhistas diversas (pesquisar por assunto no windows explorer) (158).docx,recurso,trabalhista,peca_real,8,7,2,"Contrarrazões ao recurso ordinário em processo trabalhista, abordando questões de intempestividade, cerceamento de defesa e improcedência de pedidos do autor."
trabalistas diversas (pesquisar por assunto no windows explorer) (589).docx,modelo_generico,trabalhista,modelo,8,7,2,"Ficha de atendimento para coleta de informações de trabalhadores, abordando questões sobre condições de trabalho, salários e possíveis irregularidades."
trabalhistas diversas (pesquisar por assunto no windows explorer) (768).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma reclamação trabalhista com pedido de reintegração e pagamento de salários, abordando irregularidades na suspensão do trabalhador e alegações de justa causa indevida."
trabalhistas diversas (pesquisar por assunto no windows explorer) (494).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma reclamação trabalhista que busca o pagamento de adicional de insalubridade e verbas rescisórias, fundamentada em normas da CLT e jurisprudência."
trabalhistas diversas (pesquisar por assunto no windows explorer) (806).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Ação trabalhista de uma empregada doméstica contra a empregadora, pleiteando reconhecimento de vínculo empregatício, devolução de CTPS, indenização por danos materiais e morais devido a acidente de trabalho e demissão irregular."
trabalhistas diversas (pesquisar por assunto no windows explorer) (89).docx,peticao_inicial,trabalhista,modelo,8,7,2,"Carta de oposição à contribuição sindical, solicitando a restituição de valores descontados indevidamente e fundamentando a ilegalidade da cobrança para não sindicalizados."
trabalhistas diversas (pesquisar por assunto no windows explorer) (31).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Ação de consignação em pagamento proposta pela empresa Zenga Modas em face da ex-empregada Joana Firmino, visando o depósito de verbas rescisórias e a entrega de documentos."
trabalistas diversas (pesquisar por assunto no windows explorer) (469).docx,contestacao,trabalhista,peca_real,8,7,2,"Contestação em reclamação trabalhista, abordando prescrição, horas extras, férias e equiparação salarial, além de pedido de reconvenção por danos causados pelo reclamante."
trabalhistas diversas (pesquisar por assunto no windows explorer) (344).docx,contestacao,trabalhista,peca_real,8,7,2,"Contestação apresentada pela Metalúrgica Aço Forte LTDA em resposta à reclamação trabalhista de Carlos da Silva, abordando questões de prescrição, horas extras e honorários advocatícios."
trabalhistas diversas (pesquisar por assunto no windows explorer) (301).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Pedido de antecipação de tutela em reclamação trabalhista para regularização de baixa na CTPS da reclamante, visando a contratação em nova empresa."
trabalhistas diversas (pesquisar por assunto no windows explorer) (919).docx,peticao_inicial,trabalhista,peca_real,7,8,2,"A peça é uma reclamação trabalhista onde o reclamante busca o reconhecimento de direitos trabalhistas não pagos, incluindo horas extras, diferenças salariais e verbas rescisórias."
trabalhistas diversas (pesquisar por assunto no windows explorer) (632).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma reclamação trabalhista onde o reclamante busca o pagamento de verbas rescisórias, salários atrasados, indenização por danos morais e horas extras não pagas após demissão sem justa causa."
trabalhistas diversas (pesquisar por assunto no windows explorer) (677).docx,peticao_inicial,trabalhista,modelo,8,8,2,"Modelo de reclamação trabalhista abordando questões como horas extras, despedida indireta e direitos do trabalhador."
trabalhistas diversas (pesquisar por assunto no windows explorer) (533).docx,peticao_inicial,previdenciario,peca_real,8,8,2,"A peça trata da revisão de benefício previdenciário, solicitando o reconhecimento de tempo de serviço urbano e a consequente majoração do benefício de aposentadoria."
trabalistas diversas (pesquisar por assunto no windows explorer) (346).docx,recurso,trabalhista,modelo,7,8,2,"Modelo de contrarrazões ao recurso ordinário adesivo em processo trabalhista, abordando a tempestividade e a nulidade da sentença."
trabalhistas diversas (pesquisar por assunto no windows explorer) (33).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Ação de reparação de danos morais proposta por uma empregada demitida por justa causa, alegando constrangimento e violação de direitos pessoais."
trabalhistas diversas (pesquisar por assunto no windows explorer) (76).docx,contestacao,trabalhista,peca_real,7,7,2,"Contestação em reclamatória trabalhista, abordando questões de incompetência da Justiça do Trabalho e prescrição, além de impugnação aos pedidos da Reclamante."
trabalhistas diversas (pesquisar por assunto no windows explorer) (712).docx,recurso,trabalhista,peca_real,8,7,2,"Recurso ordinário interposto pela empresa Aeroduto contra sentença que a condenou subsidiariamente em reclamação trabalhista, abordando questões de insalubridade e correção monetária."
trabalhistas diversas (pesquisar por assunto no windows explorer) (413).docx,contestacao,trabalhista,peca_real,8,7,2,"Apresentação de contrarrazões ao recurso ordinário em processo trabalhista, defendendo a manutenção da decisão de primeira instância sobre demissão por justa causa e indenização por danos morais."
trabalhistas diversas (pesquisar por assunto no windows explorer) (881).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Reclamação trabalhista com pedido de tutela de urgência para liberação de FGTS e Seguro Desemprego, além de verbas rescisórias não pagas pela Reclamada."
trabalhistas diversas (pesquisar por assunto no windows explorer) (223).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça discute a condenação de honorários advocatícios em ações trabalhistas, abordando a sucumbência e os direitos do reclamante e da reclamada."
trabalhistas diversas (pesquisar por assunto no windows explorer) (266).docx,peticao_inicial,trabalhista,modelo,8,8,2,"A peça é uma reclamação trabalhista que aborda questões como horas extras e adicional de insalubridade, requerendo diversos pedidos ao juiz do trabalho."
trabalhistas diversas (pesquisar por assunto no windows explorer) (961).docx,recurso,trabalhista,peca_real,7,6,2,"Recurso ordinário em processo trabalhista, contestando a decisão que julgou parcialmente improcedente o pedido de indenização por danos morais devido a revistas íntimas realizadas na empresa."
trabalistas diversas (pesquisar por assunto no windows explorer) (122).docx,contestacao,trabalhista,peca_real,7,8,2,"Contestação apresentada em ação de indenização por rompimento de contratos de representação comercial, abordando questões de competência, alegações da autora e defesa da ré."
trabalhistas diversas (pesquisar por assunto no windows explorer) (167).docx,contrato,trabalhista,modelo,8,8,2,"Modelo de contrato de trabalho rural entre empregador e empregado, detalhando cláusulas sobre funções, remuneração e obrigações."
trabalhistas diversas (pesquisar por assunto no windows explorer) (472).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Petição de acordo extrajudicial entre empregado e empresa, com detalhamento das verbas rescisórias e condições do acordo."
trabalhistas diversas (pesquisar por assunto no windows explorer) (437).docx,contrato,trabalhista,modelo,8,8,2,"Modelo de contrato individual de trabalho, estabelecendo cláusulas sobre função, remuneração, jornada, duração e responsabilidades do contratado."
trabalhistas diversas (pesquisar por assunto no windows explorer) (736).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça trata da habilitação de advogada em reclamação trabalhista, impugna cálculos de contribuição previdenciária e solicita o parcelamento de débito executório."
trabalhistas diversas (pesquisar por assunto no windows explorer) (92).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma ação de cobrança de Contribuição Sindical Patronal, fundamentada na legislação trabalhista, visando o pagamento de valores devidos por uma empresa ao sindicato requerente."
trabalhistas diversas (pesquisar por assunto no windows explorer) (106).docx,contestacao,trabalhista,peca_real,7,8,2,"Peça de contestação em ação trabalhista, onde a reclamada refuta as alegações da reclamante e argumenta sobre a inexistência de vínculo empregatício e danos morais."
trabalhistas diversas (pesquisar por assunto no windows explorer) (592).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça requer a habilitação de crédito trabalhista no processo de falência de uma empresa, apresentando dados da credora e solicitando justiça gratuita."
trabalhistas diversas (pesquisar por assunto no windows explorer) (900).docx,peticao_inicial,trabalhista,peca_real,7,6,2,A peça trata de uma reclamação trabalhista onde o reclamante busca a concessão de gratuidade judiciária e reintegração ao emprego devido a demissão imotivada após apresentar problemas de saúde relacionados ao trabalho.
trabalhistas diversas (pesquisar por assunto no windows explorer) (143).docx,contestacao,trabalhista,peca_real,8,7,2,"Contestação apresentada por uma empresa em resposta a uma reclamação trabalhista, abordando questões como assistência judiciária gratuita, litigância de má-fé e direitos trabalhistas do reclamante."
trabalhistas diversas (pesquisar por assunto no windows explorer) (242).docx,peticao_inicial,trabalhista,peca_real,8,8,2,"A peça é uma reclamação trabalhista onde a reclamante pleiteia verbas rescisórias, horas extras, e outros direitos trabalhistas não pagos pela reclamada."
trabalhistas diversas (pesquisar por assunto no windows explorer) (693).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma reclamação trabalhista que aborda questões como horas extras, adicional de insalubridade, indenização por danos morais e pedido de gratuidade da justiça."
trabalhistas diversas (pesquisar por assunto no windows explorer) (517).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Ação de reclamação trabalhista em face de demissão por justa causa, alegando nulidade da demissão e requerendo verbas rescisórias e aviso prévio indenizado."
trabalhistas diversas (pesquisar por assunto no windows explorer) (183).docx,recurso,trabalhista,peca_real,7,7,2,Embargos de declaração interpostos pela Lojas Toy Story LTDA para esclarecer contradições na sentença sobre adicional de insalubridade.
trabalistas diversas (pesquisar por assunto no windows explorer) (616).docx,peticao_inicial,trabalhista,modelo,8,7,2,"O documento trata do pedido de licença-paternidade, explicando os direitos do trabalhador e os requisitos para a concessão da licença."
trabalhistas diversas (pesquisar por assunto no windows explorer) (282).docx,peticao_inicial,trabalhista,peca_real,7,6,2,"Ação trabalhista proposta por menor impúbere e sua genitora em face da empresa empregadora, pleiteando direitos trabalhistas e danos morais após o falecimento do trabalhador em acidente de trajeto."
trabalhistas diversas (pesquisar por assunto no windows explorer) (653).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"A peça é uma reclamação trabalhista onde o reclamante busca a retificação de sua função na CTPS, diferenças salariais, adicional de insalubridade e horas extras, além de honorários advocatícios."
trabalhistas diversas (pesquisar por assunto no windows explorer) (52).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Comunicação de acordo extrajudicial entre partes em uma reclamação trabalhista, solicitando homologação e isenção de custas processuais."
trabalhistas diversas (pesquisar por assunto no windows explorer) (362).docx,contrato,trabalhista,modelo,8,8,2,"Modelo de contrato de experiência de trabalho entre empregador e empregado, detalhando cláusulas sobre objeto, prazo, remuneração e disposições finais."
trabalistas diversas (pesquisar por assunto no windows explorer) (327).docx,contestacao,civil,peca_real,8,7,2,"Contestação em ação de indenização por danos em imóvel locado, requerendo chamamento do devedor principal e improcedência da ação."
trabalhistas diversas (pesquisar por assunto no windows explorer) (273).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Reclamatória trabalhista por acidente de trabalho, solicitando indenização por danos materiais e morais, assistência judiciária gratuita e inversão do ônus da prova."
trabalhistas diversas (pesquisar por assunto no windows explorer) (236).docx,peticao_inicial,trabalhista,peca_real,8,7,2,"Ação de cumprimento proposta por um sindicato contra uma empresa, visando o cumprimento de cláusulas de convenção coletiva e o repasse de contribuições devidas ao sindicato."
trabalhistas diversas (pesquisar por assunto no windows explorer) (172).docx,contestacao,trabalhista,peca_real,8,7,2,"Defesa administrativa contra auto de infração do Ministério do Trabalho, argumentando a nulidade da multa devido ao parcelamento do FGTS."
trabalhistas diversas (pesquisar por assunto no windows explorer) (137).docx,contestacao,trabalhista,peca_real,8,7,2,"Contestação apresentada pela Reclamada em uma reclamação trabalhista, alegando a inexistência de vínculo empregatício e a improcedência dos pedidos do Reclamante."
